iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
387,9.0,0,17,2,15,19,13,13.0,13,15,411.0,1,0.26,1,34.0,2.0,35.0,15.0,15.0,25.0,10.0,0.0,1,10.0,10.0,8.0,10.0,6.0,5.0,7.0,6.0,2.0,25.0,School Psychology,3.0,Holy Cross,"1,258.00","25,020.00",2.0,5.0,2.0,New Jersey,"7,069",,2.0,7.0,2.0,School Psychologist,3.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,6.0,,20.0,15.0,25.0,15.0,15.0,10.0,20.0,15.0,25.0,15.0,15.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,1,8.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,2.0,8.0,25.0,10.0,20.0,15.0,15.0,15.0,8.0,9.0,8.0,9.0,8.0,8.0,1.0,2.0,20.0,20.0,15.0,20.0,10.0,15.0,25.0,10.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,15.0,10.0,20.0,25.0,15.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,12.0,1,24,2,2,19,19,,11,13,33.0,0,0.3,1,30.0,2.0,30.0,20.0,30.0,10.0,0.0,10.0,0,7.0,5.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0,23.0,Law,1.0,,,,2.0,5.0,10.0,Philadelphia,"19,151","29,809.00",1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,25.0,10.0,35.0,15.0,0.0,15.0,,,,,,,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,,,,,,0,6.0,9.0,8.0,6.0,5.0,4.0,6.0,6.0,2.0,1.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,40.0,5.0,10.0,5.0,10.0,30.0,,,,,,,,,,,,,6.0,9.0,10.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,3.0,0,5,1,5,10,7,,1,4,125.0,0,-0.1,0,21.0,2.0,20.0,15.0,20.0,15.0,12.0,18.0,0,5.0,8.0,8.0,6.0,7.0,5.0,5.0,7.0,1.0,20.0,"Economics, English",8.0,,,,1.0,2.0,4.0,New York,,,2.0,7.0,4.0,,,6.0,8.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,8.0,7.0,6.0,7.0,6.0,9.0,2.0,2.0,6.0,,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,8.0,6.0,7.0,,,,,,0,7.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,4.0,3.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,7.0,9.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,3.0,1,6,2,17,11,13,5.0,7,9,438.0,0,0.36,1,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,0,4.0,3.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,25.0,law,1.0,warsaw university,,,2.0,1.0,1.0,poland,108,,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0,1,7.0,4.0,5.0,4.0,4.0,0.0,5.0,3.0,2.0,3.0,60.0,10.0,0.0,20.0,0.0,10.0,7.0,9.0,9.0,7.0,9.0,8.0,3.0,1.0,50.0,10.0,0.0,30.0,0.0,0.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0,7.0,2.0,7.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,13.0,0,25,2,14,18,13,13.0,2,6,366.0,0,0.56,0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,0,4.0,7.0,6.0,4.0,3.0,2.0,4.0,4.0,2.0,25.0,music education,9.0,Shia-Chian University,,,4.0,7.0,7.0,Taiwan,"11,373",,1.0,2.0,1.0,teacher,2.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,5.0,,15.0,10.0,25.0,25.0,10.0,15.0,15.0,10.0,25.0,25.0,10.0,15.0,18.0,18.0,19.0,19.0,18.0,18.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,1,5.0,8.0,7.0,5.0,6.0,5.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2.0,1,4,2,4,18,3,,9,14,89.0,0,-0.31,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,0,6.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0,2.0,26.0,Business,8.0,,,,2.0,7.0,5.0,Long Island,"11,753","76,624.00",1.0,5.0,2.0,Business - Investment Management,7.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,6.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,,,,,,,16.0,15.0,19.0,23.0,14.0,13.0,7.0,9.0,8.0,10.0,7.0,,,,,,0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,18.0,15.0,18.0,20.0,12.0,17.0,,,,,,,,,,,,,8.0,9.0,10.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,8.0,1,16,2,21,22,1,8.0,16,9,517.0,0,0.27,0,30.0,3.0,15.0,20.0,20.0,20.0,5.0,10.0,1,6.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0,2.0,32.0,Biomedical engineering,5.0,"Cooper Union, Bard college, and SUNY Purchase",,,2.0,1.0,1.0,Born in Iran,"12,563",,1.0,4.0,2.0,self-made millionare,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,,50.0,0.0,10.0,30.0,0.0,10.0,40.0,10.0,10.0,20.0,0.0,20.0,40.0,20.0,0.0,30.0,10.0,0.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,0.0,4.0,,,,,,,,,,,,3.0,3.0,2.0,70.0,0.0,0.0,30.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,50.0,20.0,10.0,20.0,0.0,0.0,50.0,10.0,10.0,20.0,10.0,0.0,7.0,4.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,5.0,1,10,2,21,22,10,18.0,15,7,515.0,1,-0.19,1,23.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,1,7.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,23.0,Biochemistry,10.0,Loyola College,"1,210.00","23,500.00",2.0,5.0,6.0,Maryland,"19,380","48,137.00",1.0,5.0,3.0,Science,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,,23.0,14.0,19.0,16.0,10.0,18.0,30.0,10.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,20.0,20.0,10.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,8.0,6.0,6.0,1,9.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,0.0,8.0,,,,,,,,,,,,7.0,1.0,3.0,25.0,10.0,15.0,20.0,10.0,20.0,20.0,15.0,20.0,15.0,10.0,20.0,25.0,15.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,11.0,0,21,2,11,21,17,17.0,11,2,274.0,0,0.09,0,24.0,3.0,30.0,10.0,20.0,20.0,10.0,10.0,0,4.0,6.0,7.0,6.0,2.0,5.0,5.0,7.0,2.0,29.0,Psychology,3.0,University of Warsaw,,,2.0,1.0,10.0,"Warsaw, Poland",,,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,1.0,,10.0,40.0,20.0,20.0,0.0,10.0,17.0,17.0,17.0,17.0,16.0,16.0,20.0,10.0,10.0,20.0,10.0,30.0,6.0,10.0,5.0,9.0,3.0,6.0,10.0,9.0,4.0,5.0,0,7.0,7.0,8.0,7.0,8.0,4.0,7.0,2.0,0.0,1.0,10.0,30.0,10.0,10.0,10.0,30.0,6.0,9.0,9.0,5.0,3.0,7.0,3.0,2.0,,,,,,,10.0,30.0,10.0,10.0,10.0,30.0,17.0,16.0,16.0,17.0,17.0,17.0,30.0,10.0,10.0,20.0,10.0,20.0,6.0,9.0,9.0,6.0,3.0,7.0,9.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,,10.0,30.0,20.0,15.0,5.0,20.0,20.0,30.0,10.0,10.0,20.0,10.0,17.0,16.0,16.0,17.0,17.0,17.0,20.0,20.0,10.0,20.0,5.0,25.0,6.0,9.0,9.0,5.0,3.0,7.0,9.0,10.0,6.0,5.0
66,1.0,1,2,1,3,10,6,,8,5,60.0,1,0.16,0,29.0,6.0,5.0,20.0,25.0,15.0,15.0,20.0,1,9.0,10.0,10.0,5.0,,,8.0,5.0,2.0,29.0,Business & International Affairs,8.0,,,,3.0,1.0,1.0,Mexico,"11,000",,2.0,6.0,4.0,Private Equity Investing,7.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,7.0,8.0,8.0,,,,,,1,5.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,2.0,3.0,,,,,,,,,,,,4.0,1.0,3.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,6.0,7.0,10.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,10.0,0,19,2,17,14,2,2.0,4,12,451.0,0,0.22,0,30.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0,1,6.0,5.0,5.0,6.0,5.0,3.0,6.0,4.0,2.0,29.0,Bilingual Education,9.0,Washington University in St. Louis,,"26,377.00",2.0,1.0,5.0,Baltimore,"21,209","42,651.00",2.0,3.0,2.0,Bilingual Elementary School Teacher,2.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,7.0,,20.0,10.0,50.0,5.0,10.0,5.0,30.0,10.0,10.0,10.0,20.0,20.0,60.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,0,0.0,10.0,10.0,3.0,10.0,5.0,6.0,9.0,2.0,,30.0,10.0,30.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,2.0,1.0,50.0,5.0,15.0,10.0,5.0,15.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,10.0,10.0,10.0,30.0,10.0,50.0,0.0,10.0,40.0,0.0,0.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0
526,18.0,0,35,2,21,22,14,14.0,4,10,540.0,0,0.46,0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,0,6.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,26.0,Social Work,11.0,Rutgers College,"1,188.00","11,311.00",3.0,5.0,2.0,New Jersey,,,1.0,5.0,3.0,Social Work,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,,10.0,10.0,30.0,20.0,10.0,15.0,50.0,5.0,10.0,20.0,10.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,9.0,7.0,10.0,3.0,6.0,8.0,9.0,9.0,0,3.0,7.0,8.0,5.0,9.0,5.0,7.0,2.0,0.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,65.0,5.0,10.0,10.0,5.0,5.0,30.0,5.0,20.0,20.0,15.0,15.0,70.0,5.0,5.0,5.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,2.0,3.0,5.0,8.0,5.0,0.0,1.0,1.0,1.0,1.0,50.0,10.0,10.0,10.0,10.0,10.0,70.0,5.0,5.0,5.0,5.0,10.0,80.0,5.0,5.0,5.0,5.0,0.0,80.0,5.0,5.0,5.0,0.0,5.0,4.0,3.0,3.0,7.0,7.0,2.0,4.0,4.0,7.0,7.0
32,12.0,0,23,2,2,16,18,,6,15,54.0,0,0.19,0,28.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,1,7.0,8.0,8.0,7.0,8.0,6.0,7.0,5.0,2.0,27.0,Psychology,3.0,,,,4.0,1.0,1.0,new jersey,"8,820",,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,3.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,,95.0,0.0,0.0,5.0,0.0,0.0,7.0,5.0,9.0,9.0,7.0,,,,,,0,7.0,6.0,9.0,8.0,9.0,9.0,7.0,5.0,2.0,0.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,75.0,10.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,7.0,5.0,9.0,9.0,9.0,,,,,,0.0,0.0,0.0,,,50.0,0.0,30.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,8.0,10.0,8.0,9.0,,,,,
408,12.0,1,24,2,15,18,7,7.0,1,1,379.0,0,0.45,0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0,7.0,9.0,8.0,9.0,8.0,9.0,8.0,3.0,2.0,24.0,International Affairs,13.0,GW,,"26,170.00",3.0,1.0,1.0,NYC,0,,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,,20.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,10.0,8.0,9.0,8.0,9.0,8.0,10.0,7.0,1,7.0,6.0,8.0,7.0,7.0,6.0,7.0,8.0,2.0,3.0,20.0,15.0,20.0,20.0,10.0,15.0,8.0,7.0,8.0,10.0,9.0,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,5.0,1,10,2,14,20,10,10.0,14,6,346.0,0,,0,,,,,,,,,1,8.0,10.0,10.0,10.0,8.0,8.0,9.0,6.0,1.0,30.0,MBA,8.0,HEC FRance,,,2.0,1.0,1.0,France,"94,130",,1.0,2.0,1.0,Make money,10.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,,31.58,10.53,15.79,21.05,10.53,10.53,30.0,10.0,10.0,20.0,15.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,1.0,5.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,30.0,10.0,15.0,15.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,25.0,20.0,15.0,15.0,10.0,15.0,8.0,4.0,6.0,6.0,6.0,8.0,2.0,8.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,13.0,1,25,2,12,14,12,12.0,14,3,296.0,0,-0.13,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,36.0,History,7.0,UC Davis,"1,242.00","10,704.00",2.0,6.0,8.0,Pennsylvania,"18,603","23,207.00",4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,,20.0,16.0,16.0,16.0,16.0,16.0,20.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,0,5.0,8.0,8.0,5.0,7.0,,6.0,1.0,0.0,2.0,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,25.0,20.0,20.0,10.0,10.0,15.0,35.0,10.0,10.0,30.0,10.0,5.0,15.0,25.0,15.0,15.0,25.0,5.0,8.0,9.0,10.0,7.0,7.0,8.0,9.0,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,14.0,1,27,2,19,15,12,10.0,4,6,471.0,0,0.39,0,30.0,4.0,15.0,15.0,25.0,10.0,15.0,20.0,0,6.0,7.0,8.0,6.0,6.0,6.0,4.0,4.0,2.0,30.0,journalism,6.0,Tufts,,"26,892.00",2.0,2.0,8.0,Boston,"12,302","37,994.00",4.0,3.0,3.0,film and radio,6.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,6.0,,25.0,25.0,25.0,25.0,0.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,45.0,2.0,5.0,8.0,20.0,20.0,9.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,9.0,1,7.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,0.0,,7.0,6.0,5.0,9.0,5.0,9.0,6.0,7.0,8.0,9.0,8.0,6.0,1.0,3.0,20.0,15.0,10.0,25.0,5.0,25.0,20.0,15.0,10.0,25.0,5.0,25.0,40.0,10.0,10.0,10.0,10.0,20.0,15.0,20.0,20.0,10.0,20.0,15.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,17.0,1,34,2,11,21,17,17.0,7,11,262.0,0,0.5,0,29.0,2.0,10.0,40.0,20.0,20.0,0.0,10.0,0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,2.0,28.0,MBA / Master of International Affairs (SIPA),8.0,Harvey Mudd College (Physics),"1,460.00","23,187.00",4.0,1.0,2.0,California,"92,064","53,229.00",1.0,4.0,1.0,Venture Capital/Consulting/Government,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,7.0,,20.0,30.0,10.0,20.0,0.0,20.0,70.0,5.0,5.0,20.0,0.0,0.0,30.0,20.0,15.0,15.0,20.0,0.0,4.0,9.0,10.0,8.0,8.0,4.0,6.0,8.0,9.0,10.0,1,6.0,9.0,9.0,7.0,6.0,8.0,8.0,7.0,0.0,2.0,15.0,25.0,10.0,20.0,10.0,20.0,3.0,9.0,9.0,8.0,9.0,8.0,3.0,3.0,,,,,,,20.0,30.0,15.0,20.0,5.0,10.0,50.0,10.0,10.0,20.0,5.0,5.0,40.0,20.0,20.0,5.0,10.0,5.0,3.0,8.0,9.0,9.0,9.0,3.0,8.0,9.0,7.0,8.0,5.0,0.0,1.0,4.0,,10.0,35.0,10.0,20.0,5.0,20.0,20.0,30.0,20.0,20.0,5.0,5.0,50.0,10.0,5.0,30.0,0.0,5.0,25.0,20.0,20.0,10.0,20.0,5.0,4.0,9.0,10.0,10.0,9.0,4.0,9.0,10.0,10.0,9.0
338,7.0,1,14,1,13,10,1,1.0,3,1,322.0,0,0.42,0,34.0,4.0,2.0,60.0,15.0,8.0,5.0,10.0,0,5.0,,10.0,8.0,,,8.0,2.0,2.0,27.0,Urban Planning,5.0,"Rizvi College of Architecture, Bombay University",,,6.0,1.0,1.0,"Bombay, India",,,1.0,4.0,2.0,Real Estate Consulting,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,,10.0,20.0,25.0,20.0,20.0,5.0,25.0,5.0,20.0,25.0,10.0,15.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,7.0,9.0,9.0,7.0,9.0,0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,0.0,4.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,15.0,20.0,20.0,15.0,20.0,10.0,25.0,15.0,10.0,25.0,10.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,10.0,7.0,9.0,8.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,10.0,1,20,2,19,15,4,6.0,14,12,477.0,0,0.12,0,27.0,3.0,16.0,19.0,16.0,17.0,15.0,17.0,0,6.0,8.0,8.0,8.0,7.0,5.0,7.0,6.0,2.0,29.0,film,14.0,NYU,"1,340.00","25,380.00",2.0,6.0,1.0,Northern New Jersey,"7,410",,2.0,6.0,3.0,writer/producer,6.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,0.0,30.0,0.0,20.0,50.0,0.0,25.0,10.0,15.0,0.0,3.0,7.0,6.0,8.0,6.0,3.0,7.0,8.0,6.0,6.0,1,10.0,9.0,9.0,6.0,7.0,6.0,7.0,5.0,0.0,3.0,7.0,7.0,8.0,6.0,6.0,8.0,5.0,7.0,8.0,6.0,7.0,8.0,1.0,3.0,50.0,10.0,10.0,15.0,0.0,15.0,40.0,15.0,10.0,10.0,10.0,15.0,60.0,5.0,5.0,15.0,5.0,10.0,25.0,15.0,20.0,15.0,20.0,5.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,6.0,1,12,2,7,16,11,11.0,1,12,153.0,1,0.49,0,28.0,4.0,9.76,19.51,19.51,14.63,19.51,17.07,1,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,2.0,26.0,Art Education,9.0,,,,2.0,1.0,1.0,Minnesota,"55,391","56,096.00",4.0,3.0,3.0,college art teacher,2.0,6.0,2.0,2.0,4.0,8.0,8.0,4.0,1.0,1.0,8.0,1.0,6.0,6.0,4.0,6.0,2.0,1.0,2.0,,12.0,20.0,20.0,20.0,16.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,14.29,14.29,14.29,23.81,14.29,19.05,7.0,8.0,8.0,9.0,7.0,,,,,,1,8.0,10.0,8.0,8.0,8.0,6.0,8.0,5.0,0.0,3.0,13.89,13.89,22.22,16.67,19.44,13.89,7.0,8.0,9.0,7.0,8.0,7.0,3.0,2.0,,,,,,,14.89,17.02,19.15,19.15,14.89,14.89,9.0,7.0,7.0,9.0,7.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,9.0,8.0,7.0,,,,,,3.0,0.0,1.0,2.0,,13.33,15.56,17.78,20.0,17.78,15.56,,,,,,,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,,7.0,7.0,8.0,7.0,8.0,,,,,
